"title","link","category","starttime","endtime","location","chairs","session_text"
"Breaking the Rules: The “Other” Career Paths","http://conference.collegeart.org/programs/breaking-the-rules-the-other-career-paths/","ARTspace",2015-02-12 12:30:00,2015-02-12 14:00:00,NA,NA,"Chair Stacy Miller, Faculty, Parsons The New School for Desig; o-Chair Niku Kashef, California State University, Northridge;  Woodbury University; Abstract; Alternative artistic career paths are more vital and varied than ever. This panel will bring together artists, cultural producers and organizations who have created original frameworks for themselves. We’ll discuss the “hows” and “whys” for creating new avenues of opportunity and definitions of success. Building communities, activism, collaborations and the use of current technologies will factor in the conversation. Come and participate in this discourse about how to thrive and stay sane in a ever increasing fickle art world.; Panelists; Susan Clausen, AS220; Larry Ossei-Mensah, The MEDIUM Group; Steve Englander, ABC No Rio; Amelia Winger-Bearskin, independent artist, Tisch School of the Arts, ITP, NYU"
"Bryn Mawr College, Department of History of Art","http://conference.collegeart.org/programs/bryn-mawr-college-department-of-history-of-art/","Receptions",2015-02-12 12:30:00,2015-02-12 14:00:00,"Hilton New York, 4th Floor, Green Room",NA,""
"Art Historians Interested in Pedagogy and Technology Business Meeting","http://conference.collegeart.org/programs/art-historians-interested-in-pedagogy-and-technology-business-meeting/","Meetings",2015-02-12 12:30:00,2015-02-12 14:00:00,"Hilton New York, 2nd Floor, Madison Suite",NA,""
"CAA Museum Committee The Global Museum: Art Museum Leadership in the Twenty-First Century","http://conference.collegeart.org/programs/caa-museum-committee-the-global-museum-art-museum-leadership-in-the-twenty-first-century/","Sessions",2015-02-12 12:30:00,2015-02-12 14:00:00,"Hilton New York, 2nd Floor, Gramercy B","Antoniette Guglielmo, Getty Leadership Institute; Leslee Katrina Michelsen, Museum of Islamic Art, Doha","Museums in the Age of Wealth Gap: Can Institutions Actually Be Agents of Change?; Nizan Shaked, California State University, Long Beach; Can a Design Museum Change the World?; Laura Flusche, Museum of Design Atlanta; Artistic Forces Inhabiting Museums; Saralyn Reece Hardy, Spencer Museum of Art, University of Kansas; From Politics to Persuasion: Reframing Museum Leadership Skills in the Global Context; Melody Kanschat, Getty Leadership Institute"
"International Survey of Jewish Monuments Trends and New Initiatives in Jewish Heritage Documentation and Preservation","http://conference.collegeart.org/programs/international-survey-of-jewish-monuments-trends-and-new-initiatives-in-jewish-heritage-documentation-and-preservation/","Sessions",2015-02-12 12:30:00,2015-02-12 14:00:00,"Hilton New York, 3rd Floor, West Ballroom","Samuel Gruber, International Survey of Jewish Monuments",""
"Association for Textual Scholarship in Art History Mannerism and Maniera: Beauty and Spirituality","http://conference.collegeart.org/programs/association-for-textual-scholarship-in-art-history-mannerism-and-maniera-beauty-and-spirituality/","Sessions",2015-02-12 12:30:00,2015-02-12 14:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","Tina Bizzarro, Rosemont College; Liana Cheney, Università di Aldo Moro","Giorgio Vasari’s La Vita di Pontormo; Lynette M. F. Bosch, State University of New York at Geneseo; Lavinia Fontana: Minerva’s Beauty or Venus’s Wisdom; Liana Cheney, Università di Aldo Moro; Correggio: “maniera moderna” or Mannerism?; Maureen Pelta, Moore College of Art & Design; On maniera, Truth, and Moral Virtue; David J. Cast, Bryn Mawr College"
"Community College Professors of Art and Art History Foundations Flipped? Active Learning in Art History and the Studio","http://conference.collegeart.org/programs/community-college-professors-of-art-and-art-history-foundations-flipped-active-learning-in-art-history-and-the-studio/","Sessions",2015-02-12 12:30:00,2015-02-12 14:00:00,"Hilton New York, 2nd Floor, Morgan Suite","Monica Hahn, Community College of Philadelphia","How Can I NOT Lecture? Experiments in Flipped and Traditional Classrooms; Lauren Patterson, Community College of Philadelphia"
"American Council for Southern Asian Art Business Meeting","http://conference.collegeart.org/programs/american-council-for-southern-asian-art-business-meeting/","Meetings",2015-02-12 12:30:00,2015-02-12 14:00:00,"Hilton New York, 2nd Floor, Bryant Suite",NA,""
"Media Lounge Video Screenings: Programs 1 and 2","http://conference.collegeart.org/programs/media-lounge-video-screenings-programs-1-and-2-3/","ARTspace",2015-02-12 13:00:00,2015-02-12 17:00:00,"New York Hilton, 2nd Floor, Gibson Room",NA,"Followed by Q+A discussion with video artists and curators.; PROGRAM 1:; Mobile Strategies Replace Finished Recipes, or in the Words of Gilles Deleuze, “Amid Things but in the Center of Nothing”; A program of videos that explore reenactments of the mundane, exhilarating and bizarre normalcies, popular appropriation, and the skewering of everyday injustices in the art world.; Shana Moulto; estless Leg Saga; 2012, 7:14 min, color, sound; Ryan Trecarti; tem Falls; 2013, 25:44 min, color, sound; Andrew Lamper; aste Test; 2011, 2:40 min, color, sound; Kalup Linz; onversations wit de Churen IV: Play Wit de Churen; 2005, 15:49 min, color, sound; Leslie Thornto; ahara/Mojave; 2006, 12 min, color, sound; C. Spencer Yeh; Spectacle Theater trailer; TBD;  ; PROGRAM 2: ; Infrastructure Interference, or in the Words of Donna Haraway, “In Short, We Are Cyborgs”; A program of short videos featuring arbiters of digital appropriation and intervention, from proto-Yo; ube to pre-Post-Net Art post-net art, from hacked video games to retooled music videos.; Seth Pric; igital Video Effect: “Editions”; 2006, 12 min, color, sound; Paul Slocu; rt Boom Performance; TBD; Dara Birnbau; op-Pop Video; 1980, 9 min, color, sound; Peggy Ahwes; he Puppet; 2001, 15 min, color, sound; JODIMy Desktop OS X 10.4.7; 2007, 7:53 min, color, sound; Jacob Ciocc; ooty Melt; 2008, 3:05 min, color, sound; Jacob Ciocc; he Peace Tape; 2008, 4 min, color, sound; Kristin Luca; able Xcess; 1996, 4:48 min, color, sound; Cory Arcange; each Boys/Geto Boys; 2004, 4:13 min, color, sound"
"Mentoring Session","http://conference.collegeart.org/programs/mentoring-session-2/","Mentoring",2015-02-12 13:00:00,2015-02-12 17:00:00,"Hilton New York, Concourse Level, Concourse C and D",NA,"Free Career Advice; • Improve your effectiveness in interviews; • Explore potential career directions; • Learn from seasoned professionals what employers are looking for; Mentoring sessions are free of charge and available only to current CAA individual members. All sessions are by appointment onlyand will be scheduled for Thursday, February 12, and; Friday, February 13, 8:00 AM–NOON and 1:00–5:00 PM. Registration will begin in early October. Advance enrollment only; no onsite enrollment.; You will be notified of your appointment date and time by email. You may enroll in one twenty-minute one-on-one session. Choose either Artists’ Portfolio Review or Career Development Mentoring. CAA will make every effort to accommodate all applicants; however, space is limited.; Artists’ Portfolio Review; Present your work for review by a professional curator, critic, or educator in an individual consultation. Discuss issues and ask questions about portfolio formats, visual sequencing, the artist’s statement, and professional advancement through the artist portfolio with an expert in the field. For CDs and DVDs, please bring your own laptop and/or printouts.; Career Development Mentoring; Artists, art historians, museum professionals, media specialists, designers, and art educators at all career stages are eligible for a one-on-one consultation with a professional in a specific field.; Get candid advice on how to conduct a thorough job search, present work, and prepare for interviews, as well as other career advancement topics. Bring your résumé or CV for critique."
"Grant Writing for Artists","http://conference.collegeart.org/programs/grant-writing-for-artists/","Workshops",2015-02-12 14:00:00,2015-02-12 16:30:00,NA,NA,"Presenter: Barbara Bernstein, Virginia Center for the Creative Arts and University of Virginia; This workshop demystifies the process of grant writing for both individual artists and collaborative projects. In a step-by-step approach, it covers the complete cycle of grant writing, including research, interaction with funders, budget development, writing proposals, and project assessment. The information is also useful for residency applications and research opportunities."
"The Tiny and the Fragmented: Miniature, Broken, and Otherwise “Incomplete” Objects in the Ancient World","http://conference.collegeart.org/programs/the-tiny-and-the-fragmented-miniature-broken-and-otherwise-incomplete-objects-in-the-ancient-world/","Sessions",2015-02-12 14:30:00,2015-02-12 17:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North","Susan Rebecca Martin, Boston University; Stephanie M. Langin-Hooper, Southern Methodist University","The Destiny of Stones; Zainab Bahrani, Columbia University; Breaking Bodies and Biographies: Figurines of the Playa de los Muertos Tradition; Rosemary Joyce, University of California, Berkeley; Fragmentation, Incompleteness, and the Anatomical Votives from Classical Antiquity; Jessica Faye Hughes, The Open University; Artist, Interrupted: The Aesthetics of the Incomplete in Pliny’s Natural History; Verity Platt, Cornell University; Recycling Luxury and Emerging Community in the Funerary Arts of Eighth-Century BCE Cyprus; Marian H. Feldman, Johns Hopkins University; Wonders of the Incomplete: The Paradoxic Powers of Holes and Concavities; Doug Bailey, San Francisco State University"
"Association of Historians of Nineteenth-Century Art What Is Realism? Part I","http://conference.collegeart.org/programs/association-of-historians-of-nineteenth-century-art-what-is-realism-part-i/","Sessions",2015-02-12 14:30:00,2015-02-12 17:00:00,"Hilton New York, 2nd Floor, Beekman Parlor","Elizabeth Mansfield, National Humanities Center","An Absent Presence: The Place of Truth at the Realist Banquet; Anne R. Leonard, University of Chicago; Realism and Anti-Realism in Hammershøi’s Interiors; Bridget Alsdorf, Princeton University; Courbet after Sudjojono; Kevin M. Chua, Texas Tech University; Realism, Naturalism, and Neorealism; Anne L. Helmreich, Getty Foundation; “Imaginative Reality”: Realism in British Art after Wilde; Samuel Shaw"
"Anemic Cinema: Dada/Surrealism and Film in the Americas","http://conference.collegeart.org/programs/anemic-cinema-dadasurrealism-and-film-in-the-americas/","Sessions",2015-02-12 14:30:00,2015-02-12 17:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","Samantha Kavky, Penn State Berks; Jonathan P. Eburne, Penn State University","“Polycythemia,” or Surrealist Intertextuality in the Light of Cinematic “Anemia”; Robert J. Belton, University of British Columbia, Okanagan Campus; Joseph Cornell, Anti-Colonialist?; Kent M. Minturn, Columbia University; Anemic Cinema Twenty Years Later: Marcel Duchamp’s Discs and Avant-Garde Film in New York, ca. 1946; Alexander Kauffman, University of Pennsylvania; Filming the Modern Unconscious: La Ciudad Frente al Rio, Buenos Aires, 1948; Ana María León, Massachusetts Institute of Technology; Wallace Berman, Harry Smith, and Surrealism in 1950s and 1960s San Francisco; Bruce Elder, Ryerson University; All Hail Freedonia: Bruce Conner’s A MOVIE (1958) and the Legacies of the Historical Avant-Garde; Johanna R. Gosse, independent scholar; Xilitla| Xilitla: An Incomplete Surrealism; Carmen Victor, Ryerson–York Exchange"
"The Global in the Local: Art under and between World Systems, 1250–1550","http://conference.collegeart.org/programs/the-global-in-the-local-art-under-and-between-world-systems-1250-1550/","Sessions",2015-02-12 14:30:00,2015-02-12 17:00:00,"Hilton New York, 3rd Floor, Trianon Ballroom","Jennifer Purtle, University of Toronto; Alexander Nagel, Institute of Fine Arts, New York University","Where Worlds Meet: Mining Africa through Maps and Artifacts, 1250-1550; Suzanne Preston Blier, Harvard University; Alternative Narratives of Medieval Mediterranean Architecture: The Play of the Local and the Global in Fourteenth-Century Ottoman Bursa; Saygin Salgirli, Sabanci University; The Trajectory of Deferral: Works of Islamic Calligraphy from Iraq to India, 1250-1550; Lamia Balafrej, Wellesley College; Tempering Earth and Body: Reformulating China in Sixteenth-Century Florence; Irene Backus, University of Chicago"
